,tconst,original_title,start_year,runtime_minutes,genres,budget,ww_gross
1705,tt1414382,You Again,2010,105.0,"Comedy,Family,Romance","{'amount': 20000000, 'currency': 'USD'}",32054369.0
1708,tt1415269,Immigration Tango,2010,92.0,Comedy,"{'amount': 1100000.0, 'currency': 'USD'}",24554.0
1714,tt1416801,Kill the Irishman,2011,106.0,"Biography,Crime,Drama","{'amount': 12000000.0, 'currency': 'USD'}",1188194.0
1716,tt1417592,Pearl Jam Twenty,2011,109.0,"Documentary,History,Music",,471334.0
1717,tt1418377,"I, Frankenstein",2014,92.0,"Action,Fantasy,Horror","{'amount': 65000000, 'currency': 'USD'}",76801179.0
1718,tt1418702,Limelight,2011,103.0,Documentary,,60335.0
1725,tt1421048,Provinces of Night,2010,105.0,"Drama,Romance",,12971.0
1727,tt1421051,Somewhere,2010,97.0,"Comedy,Drama","{'amount': 7000000, 'currency': 'USD'}",14788642.0
1734,tt1422786,Ultrasuede: In Search of Halston,2010,85.0,Documentary,,11539.0
1737,tt1423593,The Imperialists Are Still Alive!,2010,90.0,Drama,,5874.0
1740,tt1423995,Stone,2010,105.0,"Drama,Thriller","{'amount': 22000000, 'currency': 'USD'}",10300416.0
1741,tt1424381,Predators,2010,107.0,"Action,Adventure,Sci-Fi","{'amount': 40000000, 'currency': 'USD'}",127233108.0
1744,tt1425922,Black Nativity,2013,93.0,"Drama,Family,Music","{'amount': 17500000, 'currency': 'USD'}",7454185.0
1747,tt1426320,BearCity,2010,104.0,"Comedy,Romance",,6000.0
1749,tt1426329,Lovelace,2013,93.0,"Biography,Drama","{'amount': 10000000.0, 'currency': 'USD'}",1585583.0
1753,tt1426386,Lost Angels: Skid Row Is My Home,2010,77.0,"Documentary,News","{'amount': 300000.0, 'currency': 'USD'}",12025.0
1760,tt1428538,Hansel & Gretel: Witch Hunters,2013,88.0,"Action,Fantasy,Horror","{'amount': 50000000, 'currency': 'USD'}",226349749.0
1770,tt1430132,The Wolverine,2013,126.0,"Action,Adventure,Sci-Fi","{'amount': 120000000, 'currency': 'USD'}",414828246.0
1772,tt1430615,Big Miracle,2012,107.0,"Biography,Drama,Family","{'amount': 40000000, 'currency': 'USD'}",24740061.0
1776,tt1431045,Deadpool,2016,108.0,"Action,Adventure,Comedy","{'amount': 58000000, 'currency': 'USD'}",782836791.0
1783,tt1433099,Dancing Across Borders,2010,88.0,Documentary,,66166.0
1784,tt1433108,Faster,2010,98.0,"Action,Crime,Drama","{'amount': 24000000, 'currency': 'USD'}",35626958.0
1785,tt1433207,The Details,2011,101.0,"Comedy,Drama",,63595.0
1789,tt1433811,Disconnect,2012,115.0,"Drama,Thriller","{'amount': 10000000.0, 'currency': 'USD'}",3428048.0
1790,tt1433822,The Apparition,2012,83.0,"Horror,Thriller","{'amount': 17000000, 'currency': 'USD'}",11350665.0
1791,tt1434435,Mother's Day,2010,112.0,"Drama,Horror,Thriller","{'amount': 11000000.0, 'currency': 'USD'}",863044.0
1802,tt1436559,"Love, Wedding, Marriage",2011,90.0,Comedy,"{'amount': 12000000.0, 'currency': 'USD'}",515823.0
1804,tt1436562,Rio,2011,96.0,"Adventure,Animation,Comedy","{'amount': 90000000, 'currency': 'USD'}",483866518.0
1806,tt1436568,Assassination Games,2011,101.0,"Action,Crime,Drama","{'amount': 8000000.0, 'currency': 'USD'}",110784.0
1811,tt1438176,Fright Night,2011,106.0,"Comedy,Horror","{'amount': 30000000, 'currency': 'USD'}",41002607.0
1814,tt1439558,Max Rose,2013,83.0,Drama,,66680.0
1816,tt1440129,Battleship,2012,131.0,"Action,Adventure,Sci-Fi","{'amount': 209000000, 'currency': 'USD'}",303025485.0
1817,tt1440161,A Little Bit of Heaven,2011,106.0,"Comedy,Drama,Fantasy",,6778388.0
1818,tt1440379,Virginia,2010,111.0,Drama,,12728.0
1819,tt1440728,The American,2010,105.0,"Crime,Drama,Thriller","{'amount': 20000000, 'currency': 'USD'}",67876281.0
1824,tt1441326,Martha Marcy May Marlene,2011,102.0,"Drama,Mystery,Thriller",,4778439.0
1841,tt1445208,The Letters,2014,114.0,Drama,"{'amount': 20000000.0, 'currency': 'USD'}",1647416.0
1844,tt1446072,Game of Death,2011,98.0,"Action,Adventure,Thriller","{'amount': 13000000.0, 'currency': 'USD'}",189805.0
1846,tt1446147,Cat Run,2011,106.0,"Action,Comedy",,65708.0
1847,tt1446192,Rise of the Guardians,2012,97.0,"Action,Adventure,Animation","{'amount': 145000000, 'currency': 'USD'}",306941670.0
1852,tt1446714,Prometheus,2012,124.0,"Adventure,Mystery,Sci-Fi","{'amount': 130000000, 'currency': 'USD'}",403354469.0
1863,tt1449283,Winnie the Pooh,2011,63.0,"Adventure,Animation,Comedy","{'amount': 30000000, 'currency': 'USD'}",49871429.0
1864,tt1449379,Caught in the Crossfire,2010,85.0,"Action,Crime,Thriller","{'amount': 1000000.0, 'currency': 'USD'}",11850.0
1871,tt1450328,Mooz-Lum,2010,94.0,"Drama,Family",,369129.0
1872,tt1450330,Roadie,2011,95.0,"Comedy,Drama,Music",,7825.0
1875,tt1452599,Restitution,2011,101.0,"Crime,Thriller",,2664.0
1876,tt1452628,Vanishing on 7th Street,2010,92.0,"Horror,Mystery,Thriller","{'amount': 10000000.0, 'currency': 'USD'}",1671196.0
1879,tt1453405,Monsters University,2013,104.0,"Adventure,Animation,Comedy","{'amount': 200000000.0, 'currency': 'USD'}",743559645.0
1882,tt1454029,The Help,2011,146.0,Drama,"{'amount': 25000000, 'currency': 'USD'}",216639112.0
1888,tt1455256,The Wall,2010,78.0,Documentary,"{'amount': 100000.0, 'currency': 'USD'}",4500000.0
1893,tt1456635,Goon,2011,92.0,"Comedy,Drama,Sport",,6985158.0
1897,tt1457765,The Haunting in Connecticut 2: Ghosts of Georgia,2013,101.0,"Drama,Horror,Mystery","{'amount': 9000000.0, 'currency': 'USD'}",5127434.0
1898,tt1457767,The Conjuring,2013,112.0,"Horror,Mystery,Thriller","{'amount': 20000000, 'currency': 'USD'}",320290989.0
1899,tt1458169,Kidnap,2017,95.0,"Crime,Drama,Thriller","{'amount': 21000000, 'currency': 'USD'}",34814102.0
1900,tt1458175,The Next Three Days,2010,133.0,"Action,Crime,Drama","{'amount': 30000000, 'currency': 'USD'}",67448651.0
1908,tt1460646,Red Herring,2015,91.0,"Crime,Drama,Mystery",,49480.0
1914,tt1461219,Dislecksia: The Movie,2012,83.0,Documentary,,33066.0
1924,tt1462041,Dream House,2011,84.0,"Drama,Mystery,Thriller","{'amount': 50000000, 'currency': 'USD'}",39984400.0
1927,tt1462054,Letters to God,2010,110.0,"Drama,Family","{'amount': 3000000, 'currency': 'USD'}",3269546.0
1929,tt1462411,Big Sur,2013,81.0,"Drama,Romance",,37466.0
1937,tt1462769,The Odd Life of Timothy Green,2012,105.0,"Comedy,Drama,Family","{'amount': 25000000.0, 'currency': 'USD'}",56012642.0
1938,tt1462901,All Is Bright,2013,107.0,"Comedy,Drama",,4556.0
1940,tt1464174,"Big Mommas: Like Father, Like Son",2011,107.0,"Action,Comedy,Crime","{'amount': 32000000, 'currency': 'USD'}",82686066.0
1941,tt1464191,Decoding Annie Parker,2013,91.0,Drama,"{'amount': 2000000.0, 'currency': 'USD'}",60048.0
1945,tt1464540,I Am Number Four,2011,111.0,"Action,Adventure,Sci-Fi","{'amount': 60000000, 'currency': 'USD'}",149878437.0
1946,tt1464580,Stake Land,2010,98.0,"Drama,Horror,Sci-Fi","{'amount': 650000.0, 'currency': 'USD'}",405380.0
1958,tt1466054,Cloudburst,2011,93.0,"Adventure,Comedy,Drama",,15151.0
1964,tt1466072,William S. Burroughs: A Man Within,2010,87.0,Documentary,"{'amount': 160000.0, 'currency': 'USD'}",46380.0
1972,tt1468387,What If...,2010,111.0,"Drama,Family,Fantasy",,814906.0
1974,tt1468705,Cartas a Elena,2011,97.0,Drama,"{'amount': 1200000.0, 'currency': 'USD'}",121254.0
1983,tt1468846,Get a Job,2016,83.0,Comedy,,23910.0
1988,tt1470020,Redemption Road,2010,95.0,Drama,"{'amount': 2300000, 'currency': 'USD'}",29384.0
1990,tt1470023,MacGruber,2010,90.0,"Action,Comedy,Romance","{'amount': 10000000, 'currency': 'USD'}",9322895.0
1994,tt1470846,Area Q.,2011,114.0,"Sci-Fi,Thriller","{'amount': 4000000.0, 'currency': 'USD'}",189995.0
2009,tt1473397,Lucky,2011,103.0,Comedy,,8564.0
2012,tt1473832,Bridget Jones's Baby,2016,123.0,"Comedy,Drama,Romance","{'amount': 35000000, 'currency': 'USD'}",211952420.0
2019,tt1474889,The Freebie,2010,78.0,"Comedy,Drama",,16613.0
2030,tt1477834,Aquaman,2018,143.0,"Action,Adventure,Fantasy","{'amount': 160000000.0, 'currency': 'USD'}",1148485886.0
2032,tt1477837,Cedar Rapids,2011,87.0,Comedy,"{'amount': 10000000.0, 'currency': 'USD'}",7728936.0
2033,tt1478338,Bridesmaids,2011,125.0,"Comedy,Romance","{'amount': 32500000, 'currency': 'USD'}",288383523.0
2045,tt1479320,Oka!,2011,105.0,Drama,,18364.0
2047,tt1480285,Abattoir,2016,98.0,"Horror,Mystery,Thriller","{'amount': 5000000.0, 'currency': 'USD'}",663460.0
2048,tt1480295,Killing Season,2013,91.0,"Action,Drama,Thriller",,1071322.0
2053,tt1481572,Happythankyoumoreplease,2010,100.0,"Comedy,Drama,Romance",,853862.0
2064,tt1482459,The Lorax,2012,86.0,"Adventure,Animation,Comedy","{'amount': 70000000, 'currency': 'USD'}",348840316.0
2069,tt1482889,Jim,2010,101.0,,,13000.0
2072,tt1482980,American Meat,2013,84.0,Documentary,"{'amount': 505598.0, 'currency': 'USD'}",10650.0
2073,tt1482991,Carbon Nation,2010,86.0,"Documentary,Family",,16901.0
2076,tt1483010,Logan,2010,94.0,"Comedy,Drama,Family","{'amount': 135000.0, 'currency': 'USD'}",7137.0
2077,tt1483013,Oblivion,2013,124.0,"Action,Adventure,Sci-Fi","{'amount': 120000000, 'currency': 'USD'}",286168572.0
2079,tt1483324,At Middleton,2013,99.0,"Comedy,Romance","{'amount': 2500000.0, 'currency': 'USD'}",82993.0
2080,tt1483756,The Trouble with Bliss,2011,97.0,"Comedy,Drama",,13093.0
2081,tt1484522,8: The Mormon Proposition,2010,80.0,Documentary,"{'amount': 2500000.0, 'currency': 'USD'}",100280.0
2086,tt1485761,"No God, No Master",2013,94.0,"Crime,Drama,History","{'amount': 6000000.0, 'currency': 'USD'}",6796.0
2088,tt1485796,The Greatest Showman,2017,105.0,"Biography,Drama,Musical","{'amount': 84000000, 'currency': 'USD'}",436755494.0
2091,tt1486185,Red Riding Hood,2011,100.0,"Fantasy,Horror,Mystery","{'amount': 42000000, 'currency': 'USD'}",90260376.0
2094,tt1486192,The Raven,2012,110.0,"Crime,Mystery,Thriller","{'amount': 26000000, 'currency': 'USD'}",29699345.0
2099,tt1486843,Drew: The Man Behind the Poster,2013,97.0,"Biography,Documentary",,3078.0
2106,tt1488555,The Change-Up,2011,112.0,"Comedy,Fantasy","{'amount': 52000000, 'currency': 'USD'}",75450437.0
2109,tt1488602,The Forest,2011,98.0,"Horror,Thriller","{'amount': 2300000.0, 'currency': 'USD'}",37600000.0
2112,tt1489887,Booksmart,2019,102.0,Comedy,"{'amount': 6000000, 'currency': 'USD'}",24959607.0
2113,tt1489889,Central Intelligence,2016,107.0,"Action,Comedy,Crime","{'amount': 50000000, 'currency': 'USD'}",216972543.0
2115,tt1490017,The Lego Movie,2014,100.0,"Action,Adventure,Animation","{'amount': 60000000, 'currency': 'USD'}",468060692.0
2120,tt1490678,Granito,2011,103.0,"Crime,Documentary,History",,43942.0
2121,tt1490785,I Saw the Light,2015,123.0,"Biography,Drama,Music","{'amount': 13000000.0, 'currency': 'USD'}",1767963.0
2123,tt1491044,The Iceman,2012,106.0,"Biography,Crime,Drama","{'amount': 10000000.0, 'currency': 'USD'}",4552970.0
2125,tt1492705,All I Wish,2017,94.0,"Comedy,Drama,Romance",,197734.0
2135,tt1493157,Nature Calls,2012,79.0,Comedy,,646.0
2160,tt1496025,Underworld Awakening,2012,88.0,"Action,Fantasy,Horror","{'amount': 70000000, 'currency': 'USD'}",160112671.0
2164,tt1496422,The Paperboy,2012,107.0,"Crime,Drama,Mystery","{'amount': 12500000.0, 'currency': 'USD'}",3783865.0
2170,tt1497874,Cold Weather,2010,96.0,"Comedy,Drama,Mystery",,144056.0
2174,tt1498569,Restless,2011,91.0,"Drama,Romance","{'amount': 8000000, 'currency': 'USD'}",2518012.0
2178,tt1499302,"Filth to Ashes, Flesh to Dust",2011,90.0,Horror,"{'amount': 100000.0, 'currency': 'USD'}",202531.0
2180,tt1499658,Horrible Bosses,2011,98.0,"Comedy,Crime","{'amount': 35000000, 'currency': 'USD'}",209838559.0
2189,tt1501652,Dead Awake,2010,93.0,"Fantasy,Mystery,Romance","{'amount': 3500000.0, 'currency': 'USD'}",318275.0
2193,tt1502404,Drive Angry,2011,104.0,"Action,Fantasy,Thriller","{'amount': 50000000.0, 'currency': 'USD'}",40909909.0
2194,tt1502407,Halloween,2018,106.0,"Horror,Thriller","{'amount': 10000000, 'currency': 'USD'}",255614941.0
2198,tt1502712,Fantastic Four,2015,100.0,"Action,Adventure,Drama","{'amount': 120000000, 'currency': 'USD'}",167882881.0
2199,tt1502714,Monogamy,2010,96.0,"Drama,Romance","{'amount': 5000000.0, 'currency': 'USD'}",21527.0
2209,tt1504319,Road to Nowhere,2010,121.0,"Romance,Thriller",,161619.0
2229,tt1506940,2012: Time for Change,2010,85.0,"Animation,Documentary,News",,68339.0
2241,tt1507563,Dark Tide,2012,94.0,"Action,Adventure,Drama","{'amount': 25000000.0, 'currency': 'USD'}",1167612.0
2244,tt1507571,The Tribes of Palos Verdes,2017,104.0,Drama,,11603.0
2260,tt1509130,Janie Jones,2010,114.0,"Biography,Drama,Music","{'amount': 3000000.0, 'currency': 'USD'}",6840.0
2266,tt1509276,The Wildest Dream,2010,94.0,"Adventure,Biography,Documentary",,898137.0
2269,tt1509767,The Three Musketeers,2011,110.0,"Action,Adventure,Romance","{'amount': 75000000, 'currency': 'USD'}",132274484.0
2276,tt1510907,Behind the Burly Q,2010,97.0,Documentary,"{'amount': 250000.0, 'currency': 'USD'}",23889.0
2291,tt1511425,Losing Control,2011,91.0,Comedy,,22081.0
2296,tt1512235,Super,2010,96.0,"Action,Comedy,Drama","{'amount': 2500000, 'currency': 'USD'}",422618.0
2297,tt1512240,The Convincer,2011,93.0,"Comedy,Crime,Drama",,790421.0
2322,tt1515091,Sherlock Holmes: A Game of Shadows,2011,129.0,"Action,Adventure,Crime","{'amount': 125000000.0, 'currency': 'USD'}",543848418.0
2328,tt1515935,The Lottery,2010,81.0,"Documentary,Drama,News",,54543.0
2334,tt1516577,Sedona,2011,90.0,"Adventure,Comedy,Drama",,21638.0
2340,tt1517249,Sunlight Jr.,2013,90.0,Drama,,5346.0
2341,tt1517260,The Host,2013,125.0,"Action,Adventure,Drama","{'amount': 40000000, 'currency': 'USD'}",63365859.0
2342,tt1517451,A Star Is Born,2018,136.0,"Drama,Music,Romance","{'amount': 36000000, 'currency': 'USD'}",436188866.0
2343,tt1517489,Spy Kids 4: All the Time in the World,2011,89.0,"Action,Adventure,Comedy","{'amount': 27000000, 'currency': 'USD'}",85564310.0
2356,tt1518255,Raw Faith,2010,94.0,"Biography,Documentary,Drama",,23667.0
2364,tt1518812,Meek's Cutoff,2010,104.0,"Drama,Western","{'amount': 2000000, 'currency': 'USD'}",1205257.0
2370,tt1519461,Area 51,2015,91.0,"Horror,Sci-Fi,Thriller","{'amount': 5000000.0, 'currency': 'USD'}",7556.0
2373,tt1520399,The Blood Bond,2011,86.0,"Action,Thriller","{'amount': 2000000.0, 'currency': 'USD'}",1483.0
2380,tt1520498,The Oogieloves in the Big Balloon Adventure,2012,88.0,"Adventure,Family,Fantasy","{'amount': 20000000, 'currency': 'USD'}",1065907.0
2412,tt1522857,The Oath,2010,90.0,Documentary,,42273.0
2416,tt1523483,Kaboom,2010,86.0,"Comedy,Mystery,Romance",,635162.0
2420,tt1523939,Answers to Nothing,2011,124.0,"Drama,Mystery,Romance",,22029.0
2425,tt1524095,Bhutto,2010,111.0,"Biography,Documentary",,100202.0
2433,tt1524131,Knucklehead,2010,100.0,"Action,Comedy,Drama",,7927.0
2435,tt1524137,Contraband,2012,109.0,"Action,Crime,Drama","{'amount': 25000000, 'currency': 'USD'}",96262212.0
2441,tt1524575,The Vatican Tapes,2015,91.0,"Horror,Thriller","{'amount': 8000000.0, 'currency': 'USD'}",13015764.0
2442,tt1524930,Vacation,2015,99.0,"Adventure,Comedy","{'amount': 31000000, 'currency': 'USD'}",107228221.0
2444,tt1525552,Apart,2011,85.0,"Drama,Mystery,Romance",,3161.0
2451,tt1525838,Gun Hill Road,2011,86.0,Drama,,148994.0
2469,tt1528071,Horns,2013,120.0,"Crime,Drama,Fantasy",,3875442.0
2482,tt1528854,Daddy's Home,2015,96.0,Comedy,"{'amount': 50000000.0, 'currency': 'USD'}",242786137.0
2490,tt1529572,Trust,2010,106.0,"Crime,Drama,Thriller","{'amount': 4000000, 'currency': 'USD'}",595802.0
2496,tt1530975,Putty Hill,2010,85.0,Drama,,58585.0
2503,tt1531663,Everything Must Go,2010,97.0,"Comedy,Drama","{'amount': 5000000, 'currency': 'USD'}",2820490.0
2507,tt1531914,Smitty,2012,94.0,"Drama,Family",,4973.0
2508,tt1531924,The Disappearance of Eleanor Rigby: Him,2013,89.0,"Drama,Romance",,109144.0
2509,tt1531930,The Lie,2011,80.0,Drama,,3000.0
2512,tt1532503,Beginners,2010,105.0,"Comedy,Drama,Romance","{'amount': 3200000, 'currency': 'USD'}",14311701.0
2513,tt1532538,Line of Duty,2013,100.0,"Action,Crime,Thriller","{'amount': 2500000.0, 'currency': 'USD'}",54204.0
2518,tt1532958,Battle of the Year,2013,110.0,"Drama,Music","{'amount': 20000000, 'currency': 'USD'}",16549477.0
2519,tt1533013,Beautiful Boy,2010,100.0,Drama,,140123.0
2525,tt1533089,Tab Hunter Confidential,2015,90.0,"Biography,Documentary",,85812.0
2532,tt1534075,Strange Powers: Stephin Merritt and the Magnetic Fields,2010,89.0,"Documentary,Music",,68719.0
2536,tt1535108,Elysium,2013,109.0,"Action,Drama,Sci-Fi","{'amount': 115000000, 'currency': 'USD'}",286140700.0
2537,tt1535109,Captain Phillips,2013,134.0,"Biography,Drama,Thriller","{'amount': 55000000, 'currency': 'USD'}",218791811.0
2538,tt1535110,When Harry Tries to Marry,2011,93.0,"Comedy,Romance",,35100.0
2541,tt1535438,Hope Springs,2012,100.0,"Comedy,Drama,Romance","{'amount': 30000000.0, 'currency': 'USD'}",114281051.0
2546,tt1535568,Douchebag,2010,81.0,"Comedy,Drama","{'amount': 500000.0, 'currency': 'USD'}",20615.0
2549,tt1535612,The Son of No One,2011,90.0,"Action,Crime,Drama","{'amount': 15000000.0, 'currency': 'USD'}",1091132.0
2550,tt1535616,The Divide,2011,112.0,"Drama,Horror,Sci-Fi","{'amount': 3000000.0, 'currency': 'USD'}",145676.0
2552,tt1535970,The Ledge,2011,101.0,"Drama,Romance,Thriller","{'amount': 10000000.0, 'currency': 'USD'}",1247188.0
2555,tt1536044,Paranormal Activity 2,2010,91.0,Horror,"{'amount': 3000000, 'currency': 'USD'}",177512032.0
2560,tt1536374,A Year in Mooring,2011,88.0,Drama,,30655.0
2561,tt1536410,Faces in the Crowd,2011,103.0,"Crime,Drama,Mystery","{'amount': 10000000.0, 'currency': 'USD'}",93759.0
2581,tt1538403,The Mortal Instruments: City of Bones,2013,130.0,"Action,Fantasy,Horror","{'amount': 60000000, 'currency': 'USD'}",95396573.0
2582,tt1538833,Make Believe,2010,88.0,Documentary,,19085.0
2593,tt1539489,A Fierce Green Fire,2012,101.0,Documentary,,29817.0
2606,tt1540128,Playing for Keeps,2012,105.0,"Comedy,Romance,Sport","{'amount': 35000000.0, 'currency': 'USD'}",30962335.0
2612,tt1540733,A Good Day to Die,2010,90.0,"Biography,Documentary,History",,573.0
2618,tt1540813,Capital,2010,55.0,"Documentary,History,News",,2502000.0
2619,tt1540814,Casino Jack and the United States of Money,2010,118.0,Documentary,,176865.0
2622,tt1540933,How to Grow a Band,2011,89.0,"Documentary,Music",,20135.0
2623,tt1540978,Louder Than a Bomb,2010,99.0,Documentary,,40000.0
2632,tt1541153,Radio Unnameable,2012,87.0,Documentary,,24090.0
2643,tt1541943,To Catch a Dollar: Muhammad Yunus Banks on America,2010,74.0,"Biography,Documentary,Drama",,77142.0
2646,tt1542344,127 Hours,2010,94.0,"Adventure,Biography,Drama","{'amount': 18000000, 'currency': 'USD'}",60738797.0
2676,tt1544600,The Grace Card,2010,101.0,Drama,"{'amount': 200000.0, 'currency': 'USD'}",2430735.0
2677,tt1544608,Voice from the Stone,2017,94.0,"Drama,Mystery,Thriller",,87273.0
2687,tt1545106,Vamps,2012,92.0,"Comedy,Horror,Romance","{'amount': 16000000.0, 'currency': 'USD'}",92748.0
2688,tt1545464,Restless City,2011,80.0,"Drama,Music",,8100.0
2693,tt1545660,Knights of Badassdom,2013,86.0,"Action,Adventure,Comedy",,123854.0
2694,tt1545754,Are You Here,2013,114.0,"Comedy,Drama",,594396.0
2709,tt1547230,Judy Moody and the Not Bummer Summer,2011,91.0,"Comedy,Family","{'amount': 20000000, 'currency': 'USD'}",15691640.0
2710,tt1547234,Premium Rush,2012,91.0,"Action,Crime,Thriller","{'amount': 35000000, 'currency': 'USD'}",31083599.0
2731,tt1549571,Pure Country 2: The Gift,2010,112.0,"Drama,Music,Musical",,133771.0
2732,tt1549572,Another Earth,2011,92.0,"Drama,Romance,Sci-Fi","{'amount': 100000.0, 'currency': 'USD'}",1938783.0
2734,tt1549920,The Last Stand,2013,107.0,"Action,Thriller","{'amount': 45000000, 'currency': 'USD'}",48330757.0
2735,tt1550524,White Irish Drinkers,2010,109.0,Drama,,31056.0
2736,tt1550557,"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie",2010,100.0,"Biography,Documentary",,43583.0
2745,tt1551630,Pawn,2013,88.0,"Action,Crime,Mystery",,4141.0
2771,tt1554091,A Better Life,2011,98.0,"Drama,Romance","{'amount': 10000000, 'currency': 'USD'}",1863506.0
2782,tt1555058,Collaborator,2011,87.0,"Comedy,Drama,Thriller",,3696.0
2783,tt1555064,Country Strong,2010,117.0,"Drama,Music","{'amount': 15000000, 'currency': 'USD'}",20529194.0
2798,tt1557148,Apaporis: In Search of One River,2010,72.0,"Biography,Documentary",,97272.0
2804,tt1557720,My Perestroika,2010,88.0,"Biography,Documentary,Family",,242707.0
2811,tt1558250,GasLand,2010,107.0,Documentary,,49428.0
2813,tt1558256,Renovation,2010,85.0,"Horror,Thriller",,146146.0
2815,tt1558259,Simple Creature,2016,92.0,"Sci-Fi,Thriller",,23918.0
2826,tt1559547,Beautiful Creatures,2013,124.0,"Drama,Fantasy,Romance","{'amount': 60000000, 'currency': 'USD'}",60052138.0
2827,tt1559549,Restrepo,2010,93.0,"Documentary,War",,1436391.0
2838,tt1560747,The Master,2012,138.0,Drama,"{'amount': 32000000.0, 'currency': 'USD'}",28258060.0
2847,tt1560957,I Want Your Money,2010,92.0,Documentary,"{'amount': 400000.0, 'currency': 'USD'}",433588.0
2850,tt1560969,Love Etc.,2010,94.0,"Documentary,Romance",,43593.0
2857,tt1560985,The Devil Inside,2012,83.0,Horror,"{'amount': 1000000, 'currency': 'USD'}",101758490.0
2858,tt1560987,The Trouble with Terkel,2010,87.0,"Animation,Comedy,Drama","{'amount': 1000000.0, 'currency': 'USD'}",110289.0
2872,tt1562450,Stonewall Uprising,2010,80.0,"Documentary,History",,128203.0
2876,tt1562568,Higher Ground,2011,109.0,Drama,"{'amount': 2000000, 'currency': 'USD'}",1043262.0
2879,tt1562847,Amigo,2010,124.0,"Drama,War","{'amount': 1500000, 'currency': 'USD'}",184705.0
2882,tt1562899,Jinn,2014,97.0,"Fantasy,Horror,Thriller",,552698.0
2883,tt1562904,To Die Is Hard,2010,87.0,"Action,Comedy","{'amount': 1500.0, 'currency': 'USD'}",5129.0
2889,tt1563704,Legendary,2010,107.0,"Drama,Sport",,200393.0
2891,tt1563738,One Day,2011,107.0,"Drama,Romance","{'amount': 15000000, 'currency': 'USD'}",59389433.0
2893,tt1563742,Overboard,2018,112.0,"Comedy,Romance","{'amount': 12000000, 'currency': 'USD'}",91244913.0
2901,tt1564367,Just Go with It,2011,117.0,"Comedy,Romance","{'amount': 80000000, 'currency': 'USD'}",214945591.0
2906,tt1564585,Skyline,2010,92.0,"Action,Sci-Fi,Thriller","{'amount': 10000000, 'currency': 'USD'}",66984887.0
2908,tt1564870,Not Today,2013,103.0,Drama,"{'amount': 1600000.0, 'currency': 'USD'}",318121.0
2926,tt1566637,The Afflicted,2011,85.0,"Horror,Thriller","{'amount': 180000.0, 'currency': 'USD'}",212940.0
2927,tt1566648,Waiting for 'Superman',2010,111.0,Documentary,,6433688.0
2930,tt1567233,Forks Over Knives,2011,96.0,Documentary,,739561.0
2933,tt1567437,The Voices,2014,103.0,"Comedy,Crime,Horror",,2097718.0
2934,tt1567609,Get the Gringo,2012,96.0,"Action,Crime,Drama","{'amount': 20000000.0, 'currency': 'USD'}",8826837.0
2942,tt1568150,Joan Rivers: A Piece of Work,2010,84.0,"Biography,Comedy,Documentary",,2930687.0
2948,tt1568334,The Tillman Story,2010,94.0,"Biography,Documentary,Mystery",,802535.0
2949,tt1568335,Jean-Michel Basquiat: The Radiant Child,2010,88.0,Documentary,,256242.0
2950,tt1568337,Loosies,2011,89.0,"Comedy,Crime,Romance","{'amount': 3900000.0, 'currency': 'USD'}",36145.0
2951,tt1568338,Man on a Ledge,2012,102.0,"Action,Adventure,Crime","{'amount': 42000000, 'currency': 'USD'}",47636031.0
2952,tt1568341,Some Guy Who Kills People,2011,97.0,"Comedy,Crime,Drama","{'amount': 300000.0, 'currency': 'USD'}",113.0
2953,tt1568343,The Humbling,2014,112.0,"Comedy,Drama,Romance","{'amount': 2000000.0, 'currency': 'USD'}",399666.0
2954,tt1568346,The Girl with the Dragon Tattoo,2011,158.0,"Crime,Drama,Mystery","{'amount': 90000000, 'currency': 'USD'}",232617430.0
2961,tt1568911,War Horse,2011,146.0,"Drama,History,War","{'amount': 66000000, 'currency': 'USD'}",177584879.0
2962,tt1568924,Cane Toads: The Conquest,2010,85.0,"Comedy,Documentary",,61450.0
2977,tt1570583,For Ellen,2012,94.0,Drama,,20746.0
2978,tt1570728,"Crazy, Stupid, Love.",2011,118.0,"Comedy,Drama,Romance","{'amount': 50000000, 'currency': 'USD'}",145051197.0
2983,tt1570989,Tiny Furniture,2010,98.0,"Comedy,Drama,Romance","{'amount': 65000.0, 'currency': 'USD'}",416498.0
2985,tt1571234,Mortal Engines,2018,128.0,"Action,Adventure,Fantasy","{'amount': 100000000.0, 'currency': 'USD'}",83869818.0
2987,tt1571249,The Skeleton Twins,2014,93.0,"Comedy,Drama,Romance",,5776640.0
2991,tt1572154,Kinyarwanda,2011,100.0,"Drama,History,Romance","{'amount': 400000.0, 'currency': 'USD'}",35412.0
2996,tt1572306,Don't Blink,2014,92.0,"Horror,Mystery,Thriller",,104549.0
2997,tt1572315,Texas Chainsaw 3D,2013,92.0,"Horror,Thriller","{'amount': 20000000.0, 'currency': 'USD'}",47340586.0
3000,tt1572769,Countdown to Zero,2010,89.0,Documentary,,287711.0
3001,tt1572773,God of Vampires,2010,144.0,Horror,,53345.0
3023,tt1578275,The Dilemma,2011,111.0,"Comedy,Drama","{'amount': 70000000, 'currency': 'USD'}",69721966.0
3024,tt1578582,Ijé: The Journey,2010,100.0,Drama,"{'amount': 700000.0, 'currency': 'USD'}",199954.0
